text,label,clean_text
ALLAH Se Daro Aur Sood Chor Do Warna Pher ALLAH Or Rasool Se Jang K Liye Tayar Ho Jao ,Negative,allah se daro aur sood chor do warna pher allah or rasool se jang k liye tayar ho jao
Jis Ne Bina Uzar Ramzan Ka Aik Roza Chora Tau Sari Umar Bhi Wo Rozay Rakhta Rahay Us Ki Talafi Nahi Kar Sakta ,Negative,jis ne bina uzar ramzan ka aik roza chora tau sari umar bhi wo rozay rakhta rahay us ki talafi nahi kar sakta
Sindh Me 48 Ghanto Me Garmi Se Janbahaq Ki Tadad 300 Se Zaid Hogai,Negative,sindh me ghanto me garmi se janbahaq ki tadad se zaid hogai
Yateemon Ka Maal Khanay Walay Haqiqiat Me Apnay Paiton Me Aag Bhartay Hain Jald Jahan nam Me Hun Gay ,Negative,yateemon ka maal khanay walay haqiqiat me apnay paiton me aag bhartay hain jald jahan nam me hun gay
Kia 2 Din Me 300 Afrad Ki Halakat Ki Zimmedar K Electric Nahi ,Negative,kia din me afrad ki halakat ki zimmedar k electric nahi
North Nazimabad Block L M N Or Malir Khokharapar Me Bhi Taweel Loadshedding ,Negative,north nazimabad block l m n or malir khokharapar me bhi taweel loadshedding
ALLAH Mushrik Ko Muaaf Nahi Karta Is K Siwa Jis Ko Chahay Bakhash Day Shirk Buhut Bara Gunah Hai ,Negative,allah mushrik ko muaaf nahi karta is k siwa jis ko chahay bakhash day shirk buhut bara gunah hai
Liyari Me Firing 1 Halak  ,Negative,liyari me firing halak
Bijli Pani Hospitals K Baad Ab Ambulances Ki Bhi Qillat Jinnah Hosp Se Ambulance Le Janay Ka Rate Rs 1000 ,Negative,bijli pani hospitals k baad ab ambulances ki bhi qillat jinnah hosp se ambulance le janay ka rate rs
Sharab Juwa Butt Aur Faal K Teer Shaitani Kam Hain In Se Bacho Takay Kamyabi Or Nijat Pao ,Negative,sharab juwa butt aur faal k teer shaitani kam hain in se bacho takay kamyabi or nijat pao
Maripur K Elaqay Me Makan Se 1 Khatoon Ki Lash Baramad ,Negative,maripur k elaqay me makan se khatoon ki lash baramad
Aur Gumrah K Seenay Ko Tang Kar Deta Hai ,Negative,aur gumrah k seenay ko tang kar deta hai
Memon Goth Ghafoor Basti Me 2 Groups Me Tasadum Khatoon ,Negative,memon goth ghafoor basti me groups me tasadum khatoon
Chakker Kamzori Or Jism Mei Pani Ki ,Negative,chakker kamzori or jism mei pani ki
Kami Ka Sabab Banti Hai ,Negative,kami ka sabab banti hai
Jo Log Sona Chaandi Jama Kar K ALLAH Ki Raah Me Kharach Nahi Kartay Un K Liye Dard Naak Azaab Hai ,Negative,jo log sona chaandi jama kar k allah ki raah me kharach nahi kartay un k liye dard naak azaab hai
Sohrab Goth Me Firing Se 1 Shaks Janbhaq ,Negative,sohrab goth me firing se shaks janbhaq
Karachi Samet Sindh Bhar Me CNG Stations Tuesday Kal Thursday Or Saturday Ko Band Rahen Ge ,Negative,karachi samet sindh bhar me cng stations tuesday kal thursday or saturday ko band rahen ge
Imran Khan 3 Mahinay Ka Dharna De Saktay Hein To Hum 6 Mahinay Ka Dharna Den Ge,Negative,imran khan mahinay ka dharna de saktay hein to hum mahinay ka dharna den ge
Halfia Kehta Ho K Mera Or MQM Ka RAW Se Koi Taluq Nhi,Negative,halfia kehta ho k mera or mqm ka raw se koi taluq nhi
Aur Dosra Bakheel K Liye Bad Dua Karta Hai ,Negative,aur dosra bakheel k liye bad dua karta hai
Lyari Kalakot Me Firing Se 1 Shakhs Janbahaq ,Negative,lyari kalakot me firing se shakhs janbahaq
Firing Kernay Wala DSP Moattal ,Negative,firing kernay wala dsp moattal
ALLAH Kisi Qaum Ki Halat Us Waqat Tak Nahi Badalta Jab Tak Wo Khud Apnay Halaat Me Tabdili Na Laye ,Negative,allah kisi qaum ki halat us waqat tak nahi badalta jab tak wo khud apnay halaat me tabdili na laye
Firing amp PurTashadud Waqiat Me 85 Afrad Jan Se Gaye  ,Negative,firing amp purtashadud waqiat me afrad jan se gaye
Jo Shakhs Logon K Aagay Hath Phelata Hai Tau Wo Qayamat K Din Is Haal Me Hoga K Us K Chehray Per Gosht Na Hogi ,Negative,jo shakhs logon k aagay hath phelata hai tau wo qayamat k din is haal me hoga k us k chehray per gosht na hogi
Aur Mera Azaab Bhi Dard Naak Hai ,Negative,aur mera azaab bhi dard naak hai
Woh Shakhs Zaleel Ho Jis Ne Ramzan Ka Maheena Paya Aur Apni Maghfirat K Liye Kuch Bhi Nahi Kia ,Negative,woh shakhs zaleel ho jis ne ramzan ka maheena paya aur apni maghfirat k liye kuch bhi nahi kia
Alamat Hosakti Hai Ehtiyati Tadabeer Janney K Lye Call Aman ,Negative,alamat hosakti hai ehtiyati tadabeer janney k lye call aman
Gharelo Sarifeen K Liye Bijli Fi Unit 2 Se 4 28 Rupay Tak Mehngi Kar Di ,Negative,gharelo sarifeen k liye bijli fi unit se rupay tak mehngi kar di
Korangi Se 1 Bachay Ki Tashadud Zada Lash Baramad ,Negative,korangi se bachay ki tashadud zada lash baramad
Baldia Me Firing 2 Afrad Zakhmi ,Negative,baldia me firing afrad zakhmi
Aakhri Zamana Me Baray Jhotay Dajjal Aesi Baaten Karen Gay Tum Ne Or Baap Dada Ne Nahi Suni Hogi Un Se Bachna ,Negative,aakhri zamana me baray jhotay dajjal aesi baaten karen gay tum ne or baap dada ne nahi suni hogi un se bachna
Jo Meri Nasehat Se Roo Gardaani Karay Ga Us Ki Zindagi Bari Tang Hogi Or Wo Qayamat Me Andha Uthay Ga ,Negative,jo meri nasehat se roo gardaani karay ga us ki zindagi bari tang hogi or wo qayamat me andha uthay ga
Pak Colony Me Police Ka Opperation Jari Dakhali Or Kharji Raste Band ,Negative,pak colony me police ka opperation jari dakhali or kharji raste band
Aur Wo Kisi Dagha Baaz Naa Shukray Ko Pasand Nahi Karta ,Negative,aur wo kisi dagha baaz naa shukray ko pasand nahi karta
Gulistan Johar Me Rangers Ka Chapa Siyasi Jamat K Zimedar Samet 4 Afrad Giriftar ,Negative,gulistan johar me rangers ka chapa siyasi jamat k zimedar samet afrad giriftar
azimabd Lines Area Saddar Tariq Road Sabzi Mandi Or Old City Area Samet Kai Elaqo Ki Bijli Gaib ,Negative,azimabd lines area saddar tariq road sabzi mandi or old city area samet kai elaqo ki bijli gaib
Baldia Muwach Goth Me Chhurio K War Se Shabana Nami Khatoon Janbhaq,Negative,baldia muwach goth me chhurio k war se shabana nami khatoon janbhaq
Mutadid Afrad Phans Gaye ,Negative,mutadid afrad phans gaye
Quaid MQM Altaf Hussain Ka Rangers Operation Per Awami Referendum Karane Ka Mutalba ,Negative,quaid mqm altaf hussain ka rangers operation per awami referendum karane ka mutalba
Apni Raftaar Me Miyana Ravi Ikhtiyar Karo Aur Apni Awaz Ko Past Rakho Sab Se Buri Awaz Gadhay Ki Hai ,Negative,apni raftaar me miyana ravi ikhtiyar karo aur apni awaz ko past rakho sab se buri awaz gadhay ki hai
Munafiq ALI Se Muhabbat Nahi Karta ,Negative,munafiq ali se muhabbat nahi karta
KARACHI K 70 Elaqo Me Rat 11 Baje Se Bijli Ki Farahmi Muatal ,Negative,karachi k elaqo me rat baje se bijli ki farahmi muatal
London Committee K Ehem Rukun M Anwar Alalat K Bais Subukdosh Zimedaria Wapis Leli Gayn ,Negative,london committee k ehem rukun m anwar alalat k bais subukdosh zimedaria wapis leli gayn
Shehri Ehtyat Karen ,Negative,shehri ehtyat karen
Aadhay Ghantay Me Light Nahi Aai Jin Ki Light Thi Woh Bhi Chali Gayi ,Negative,aadhay ghantay me light nahi aai jin ki light thi woh bhi chali gayi
Shehri Be Bus ,Negative,shehri be bus
MQM Ka Ch Nisar K Khilaf Kal Khi Press Club Per Ehtijaj Ka Elaan ,Negative,mqm ka ch nisar k khilaf kal khi press club per ehtijaj ka elaan
Muhajir Qoum Kisi Ki Dhamki Me Nahi Aai Gi,Negative,muhajir qoum kisi ki dhamki me nahi aai gi
Arts Council Zainab Mkt Regal Or Tibet Center Per Rangers Ki Nakabandi Motor Cycle Sawaro Se Pooch Guch ,Negative,arts council zainab mkt regal or tibet center per rangers ki nakabandi motor cycle sawaro se pooch guch
Kisi Ki Musebat Per Khush Na Hon Aesa Karo Gay Tu ALLAH Us Ko Musebat Se Nijat Day Kar Tumhen Mubtala Karay Ga,Negative,kisi ki musebat per khush na hon aesa karo gay tu allah us ko musebat se nijat day kar tumhen mubtala karay ga
PTI Khi K Sadar Ali Zaidi Ka MQM Per Pabandi Ka Mutalba ,Negative,pti khi k sadar ali zaidi ka mqm per pabandi ka mutalba
Jhootay Case Awam Ko Quaid Se Dur Nhi Kr Saktay Farooq Sattar ,Negative,jhootay case awam ko quaid se dur nhi kr saktay farooq sattar
Muqadma PS Dharaksha Me Daraj Karain Ge Faisal Wada ,Negative,muqadma ps dharaksha me daraj karain ge faisal wada
TV Media Ko Reham Khan Ayan Ali Or Syasatdano K Cases Ki Khabro Se Fursat Nahi ,Negative,tv media ko reham khan ayan ali or syasatdano k cases ki khabro se fursat nahi
Lyari Singoline Me Firing Se 1 Zakhmi ,Negative,lyari singoline me firing se zakhmi
Aala Hukkam Or Media Khamosh ,Negative,aala hukkam or media khamosh
Awam Ne 2 Daku Ko Pakar Kar Zinda Jaladiye 1 Halak Or 1 Zakhmi ,Negative,awam ne daku ko pakar kar zinda jaladiye halak or zakhmi
Landhi Dawood Ch Per Tanker Ki Van Ko Takkar Se 8 Afrad Zakhmi ,Negative,landhi dawood ch per tanker ki van ko takkar se afrad zakhmi
Aala Hukkam Eid Mananay Me Masroof Awam Pareshan ,Negative,aala hukkam eid mananay me masroof awam pareshan
Bin Qasim Park SeaView Pr Motor Cycle Parking K 100 Rupay Or Car K 200 Ki Wasuli ,Negative,bin qasim park seaview pr motor cycle parking k rupay or car k ki wasuli
Landhi Or Sultanabad Me Firing 2 Afrad Janbahaq  ,Negative,landhi or sultanabad me firing afrad janbahaq
Users Ehtyat Karen Or Bijli Ki Tanseebat Se Dour Rahein ,Negative,users ehtyat karen or bijli ki tanseebat se dour rahein
Shershah amp Orangi Town Me Current Lagnay Se 5 Afrad Janbahaq ,Negative,shershah amp orangi town me current lagnay se afrad janbahaq
Shah Faisal Clny Me Daketi Muzahimat Per Khatoon Qatal ,Negative,shah faisal clny me daketi muzahimat per khatoon qatal
Motor Cycle Sawar Ehtyat Karen ,Negative,motor cycle sawar ehtyat karen
PS Sharafi Ismail Goth Me Firing Se Haji Lakho Jokhio Zakhmi  ,Negative,ps sharafi ismail goth me firing se haji lakho jokhio zakhmi
MQM Ko Mulk Me Phelnay Se Roknay K Lye Aaj Tak Propaganda Jari Hai ,Negative,mqm ko mulk me phelnay se roknay k lye aaj tak propaganda jari hai
Bemarion Jesa K Heza Dust Or Ulti Ka Sabab Bansakta Hai For ,Negative,bemarion jesa k heza dust or ulti ka sabab bansakta hai for
120 MM Barish Ki Peshangoi K Baad 2 Roz Me 20 MM Barish Bhi Nahi Hui ,Negative,mm barish ki peshangoi k baad roz me mm barish bhi nahi hui
Aik Dharay Ne 1st August Or Doosray Ne 5th Aug Ko Hartal Ki Call De Di Aam Tajir Confuse ,Negative,aik dharay ne st august or doosray ne th aug ko hartal ki call de di aam tajir confuse
Gurumandir Per Firing Se 1 Shakhs Janbahaq ,Negative,gurumandir per firing se shakhs janbahaq
Firing Or Pur Tashadud Waqiat Me 81 Afrad Qatal,Negative,firing or pur tashadud waqiat me afrad qatal
Tariq Road K Elaqay Se Bhi 1 Shakhs Ki Lash Baramad ,Negative,tariq road k elaqay se bhi shakhs ki lash baramad
Cng Kits Hatane K Liye CM Or Sec Transport Ko Bhi Sifarish Kardi ,Negative,cng kits hatane k liye cm or sec transport ko bhi sifarish kardi
Koi School Seal Kia Gya To Mazahmat Karenge ,Negative,koi school seal kia gya to mazahmat karenge
Students Or Parents Ki Aala Hukkam Se Zid Chor Ker Jang Band Kerne Ki Appeal,Negative,students or parents ki aala hukkam se zid chor ker jang band kerne ki appeal
Pvt School Management Association 3 Aug Se Schools Kholnay Per Dati Hui Hai ,Negative,pvt school management association aug se schools kholnay per dati hui hai
Parents Shadeed Pareshan ,Negative,parents shadeed pareshan
Ajmair Nagri Me 1 Shaks Qatal ,Negative,ajmair nagri me shaks qatal
Adv Ashfaq K Qatal Pr KBA Ka Adalto Ka Boycott ,Negative,adv ashfaq k qatal pr kba ka adalto ka boycott
WH Tax Aaeen K Article 77 K Khilaf Hai Darkhuast Guzar ,Negative,wh tax aaeen k article k khilaf hai darkhuast guzar
PS Kharadar K Bahir Awam Or Traffic Police Me Nok Jhok Jari ,Negative,ps kharadar k bahir awam or traffic police me nok jhok jari
Intzamia Ne Police Talb KrLi ,Negative,intzamia ne police talb krli
Orangi 10 Me Firing Babar Ice Cream Wala Qatal  ,Negative,orangi me firing babar ice cream wala qatal
Karachi Tajir Ittihad Kal Hartal Karay Ga ,Negative,karachi tajir ittihad kal hartal karay ga
Rangers K 150 Lapata Karkunan Ki Bazyabi Me Humari Madad Kare ,Negative,rangers k lapata karkunan ki bazyabi me humari madad kare
All Karachi Taajir Itehad Ki Aaj Honewali Hartal Ki MQM Ne Himayat Ka Elan Kardia ,Negative,all karachi taajir itehad ki aaj honewali hartal ki mqm ne himayat ka elan kardia
Orangi Al Khalil Market Me Firing Se 1 Shakhs Janbahaq ,Negative,orangi al khalil market me firing se shakhs janbahaq
Korangi Me Shani Qatal ,Negative,korangi me shani qatal
Super Highway Se 2 Lashen Baramad ,Negative,super highway se lashen baramad
Awami Press Club Malir Ka 3 Din Soug Ka Elaan,Negative,awami press club malir ka din soug ka elaan
New Khi Sindhi Hotel K Qareeb Firing Se Bachi Janbahaq 2 Afrad Zakhmi ,Negative,new khi sindhi hotel k qareeb firing se bachi janbahaq afrad zakhmi
Lyari Kalakot Me Dasti Bomb Humla 2 Afrad Zakhmi ,Negative,lyari kalakot me dasti bomb humla afrad zakhmi
Orangi 11 5 Chishti Nagar Me Firing Se Naveed Nami Shakhs Janbahaq ,Negative,orangi chishti nagar me firing se naveed nami shakhs janbahaq
Kharadar Me 2 Doctors Ko Gangwar Or Taliban K Naam Se Bhatay Ki Parchian Mosul ,Negative,kharadar me doctors ko gangwar or taliban k naam se bhatay ki parchian mosul
Raat Gaye Malir Memon Goth Me Muqablay Me 4 Mulziman Halak ,Negative,raat gaye malir memon goth me muqablay me mulziman halak
Bus Stops Se Ishtihari Boards Utarna Or Foot Paths Per Qaim Tuc Shops Ko Seal Kerna Shuru Ker Dia ,Negative,bus stops se ishtihari boards utarna or foot paths per qaim tuc shops ko seal kerna shuru ker dia
Mon 17 Aug Wed 19 Aug Or Fri 21 Aug Ko Subah 8 Baje Se 24 24 Ghanto K Lye Band Rahenge ,Negative,mon aug wed aug or fri aug ko subah baje se ghanto k lye band rahenge
Chingchi Riksho Ki Adam Moujoodgi Me Public Transport Ki Kami Se Awam Sakht Pareshan ,Negative,chingchi riksho ki adam moujoodgi me public transport ki kami se awam sakht pareshan
CM Sindh K Shikway K Bad Sindh Govt K Khilaf NAB Or FIA Ko Karwai Se Rok Dia ,Negative,cm sindh k shikway k bad sindh govt k khilaf nab or fia ko karwai se rok dia
Jamshed Quarter Baloch Para Me Mulziman Dasti Bomb Phenk Kr Farar ,Negative,jamshed quarter baloch para me mulziman dasti bomb phenk kr farar
CNG Pr Chalne Wali School Vans K Khilaf Karwai 4th Sep Tk Moakhar ,Negative,cng pr chalne wali school vans k khilaf karwai th sep tk moakhar
Rangers Kisi Karkun Ya Rehnuma Ko Sath Le Ker Nahi Gayi,Negative,rangers kisi karkun ya rehnuma ko sath le ker nahi gayi
Preedy Street Per Firing Se 1 Shakhs Zakhmi ,Negative,preedy street per firing se shakhs zakhmi
Sakhi Hasan K Qareeb Firing Se 1 Shakhs Janbahaq ,Negative,sakhi hasan k qareeb firing se shakhs janbahaq
Stock Exch Me Shadeed Mandi 100 Index Me 1200 Points Ki Kami ,Negative,stock exch me shadeed mandi index me points ki kami
Awam Ne Daku Ko Pakar Ker Zinda Jala Dia ,Negative,awam ne daku ko pakar ker zinda jala dia
Raat Gaye Liaqatabad Super Market Me Shop Pr Firing 3 Zakhmi ,Negative,raat gaye liaqatabad super market me shop pr firing zakhmi
Dr Asim Ki University Or Hospital Ka Record Talab Ker Lia ,Negative,dr asim ki university or hospital ka record talab ker lia
Jail Chorangi Janay Walay Tamam Rastay Band ,Negative,jail chorangi janay walay tamam rastay band
Purani Subzi Mandi K Qareeb Firing Se 1 Shakhs Zakhmi ,Negative,purani subzi mandi k qareeb firing se shakhs zakhmi
Lyari K Elaqay Kalakot Me Firing Se Ishaq Nami Shakhs Janbahaq ,Negative,lyari k elaqay kalakot me firing se ishaq nami shakhs janbahaq
Karachi K Kai Elaqo Me Gair Qanooni Maveshi Mandiyan Qaim Intizamia Khamosh ,Negative,karachi k kai elaqo me gair qanooni maveshi mandiyan qaim intizamia khamosh
Nazimabad Me Firing Se 1 Shakhs Janbhaq 2 Zakhmi ,Negative,nazimabad me firing se shakhs janbhaq zakhmi
Mazeed Mukadmat K Lye Govt Ko Notice Jari ,Negative,mazeed mukadmat k lye govt ko notice jari
Firing Aur Pur Tashadud Waqiat Me 95 Afrad Qatal  ,Negative,firing aur pur tashadud waqiat me afrad qatal
Shershah Gulbai K Qareeb Firing 2 Trafic Police Ahelkar Zakhmi ,Negative,shershah gulbai k qareeb firing trafic police ahelkar zakhmi
Korangi Ibrahim Hydry Se 1 Shaqs Ki Tashadud Zada Lash Baramad ,Negative,korangi ibrahim hydry se shaqs ki tashadud zada lash baramad
Saeedabad K Qabaristan Se 3 Din Purani 1 Shaks Ki Lash Baramad ,Negative,saeedabad k qabaristan se din purani shaks ki lash baramad
250 Se Zaid Ehelkar Shaheed ,Negative,se zaid ehelkar shaheed
3500 Mulziman Griftar 15400 Hathyar 500 KG Barood Baramad ,Negative,mulziman griftar hathyar kg barood baramad
Nazimabad Me Shehrion Ne Daku Pakar Liya Daku Naeem Police Ahelkar Nikla ,Negative,nazimabad me shehrion ne daku pakar liya daku naeem police ahelkar nikla
VIP Movement K Bais II Chundrigar Road Or Aitraf K Elaqon Me Shadeed Trafic Jam ,Negative,vip movement k bais ii chundrigar road or aitraf k elaqon me shadeed trafic jam
MQM Ka Ehtijaj Jari ,Negative,mqm ka ehtijaj jari
Karkunan Ki Badi Tadad Mojud Saddar men Trafic Jam,Negative,karkunan ki badi tadad mojud saddar men trafic jam
ICI Pull K Neche Bomb Ki Itla Police Or BDS Talab ,Negative,ici pull k neche bomb ki itla police or bds talab
F B Area Men 3 Roz K Doraan 10 Se Zaid Bakray Chori Shehri Ahtiyat Karen ,Negative,f b area men roz k doraan se zaid bakray chori shehri ahtiyat karen
Sea View Do Darya K Qareeb Trafic Hadsa Baap Or Beti Janbahaq ,Negative,sea view do darya k qareeb trafic hadsa baap or beti janbahaq
Shehshah Se 1 Shaks Ki Lash Baramad ,Negative,shehshah se shaks ki lash baramad
Korangi Me Baap K Tashadud Se Beta Janbahaq ,Negative,korangi me baap k tashadud se beta janbahaq
MA Jinnah Road Capri Cenema K Qareeb Trafic Hadsa 1 Shaks Janbahaq ,Negative,ma jinnah road capri cenema k qareeb trafic hadsa shaks janbahaq
Orangi Town Sec 11 5 Me Firing Se 1 Shaks Janbahaq ,Negative,orangi town sec me firing se shaks janbahaq
Wukla Gawaho Or Ehlkaro K Qatilo Or Sahulatkaro Ko Girftar Kia Jaiga Rangers,Negative,wukla gawaho or ehlkaro k qatilo or sahulatkaro ko girftar kia jaiga rangers
Spot Ko Clear Kernay K Lye Bomb Disposal Talab ,Negative,spot ko clear kernay k lye bomb disposal talab
Aik Dharay Ki Call Per Aaj Sheher Me Juzvi Hartal Jaari Doosra Next Week Hartal Karay Ga,Negative,aik dharay ki call per aaj sheher me juzvi hartal jaari doosra next week hartal karay ga
"aur iss ilaqay ki faslain tabah o barbad ho gain, Log qahat ka shikar ho gaye to ",Negative,aur iss ilaqay ki faslain tabah o barbad ho gain log qahat ka shikar ho gaye to
lakin unhain  na wakalat pasand thi na profferi ,Negative,lakin unhain na wakalat pasand thi na profferi
1965 ki jang kay bad jab January 1966 mein Ayub Khan nay Allan-e-Tasqand per dastakhat ker deye to Bhutto nay apnay uhday say istafa day dea aur larkana chalay gaye lakin Ayub Khan kay lia Allan-e-Tasqand kay baray mein akalay jawab dahi bohot mushkil thi.,Negative,ki jang kay bad jab january mein ayub khan nay allan e tasqand per dastakhat ker deye to bhutto nay apnay uhday say istafa day dea aur larkana chalay gaye lakin ayub khan kay lia allan e tasqand kay baray mein akalay jawab dahi bohot mushkil thi
Iss leye waqti tour per Bhutto ko mana lea gia aur qoumi assembly mein unsay Allan-e-Tasqand ki hamayat bhi kerwai gai tahum June 1966 mein achanak unka istafa manzoor ker kay unhain farig ker dia gai.,Negative,iss leye waqti tour per bhutto ko mana lea gia aur qoumi assembly mein unsay allan e tasqand ki hamayat bhi kerwai gai tahum june mein achanak unka istafa manzoor ker kay unhain farig ker dia gai
Bila shuba iss waqt Bhuto kay istafay say pori qaum ko sadma hua aur na sirf Ayub Khan ki amriyat bai naqab hui balkay awam kay jazbat Ayub Khan kay sakht khelaf aur Bhutto ko mazloom qarar day ker un kay haq mein ho gaye chunanchay jab Bhutto Larkana jatay huye Lahore Railway Station say guzray to un kay maddahon naray ki aik kasir tadad station per moujood thi.,Negative,bila shuba iss waqt bhuto kay istafay say pori qaum ko sadma hua aur na sirf ayub khan ki amriyat bai naqab hui balkay awam kay jazbat ayub khan kay sakht khelaf aur bhutto ko mazloom qarar day ker un kay haq mein ho gaye chunanchay jab bhutto larkana jatay huye lahore railway station say guzray to un kay maddahon naray ki aik kasir tadad station per moujood thi
Mr. Bhutto socialist na thay.,Negative,mr bhutto socialist na thay
Woh aik jagirdar kay ghar mein paida huye thay magar unki walda ka taluq jagirdar khandan say na tha jis ki wajah say un kay susral walay un say achcha salook na kertay thay.,Negative,woh aik jagirdar kay ghar mein paida huye thay magar unki walda ka taluq jagirdar khandan say na tha jis ki wajah say un kay susral walay un say achcha salook na kertay thay
un tamaam awamil nay Zulfiqar Ali Bhutto kay siasi sonch kay khadokhal tashkil deye tha.,Negative,un tamaam awamil nay zulfiqar ali bhutto kay siasi sonch kay khadokhal tashkil deye tha
1991 mein colonel Vladimir Putin ne KGB se istefa de diya.,Negative,mein colonel vladimir putin ne kgb se istefa de diya
Kisi ne shayad sach he kaha hai… “ Iqtedar ki kursi par gond laga hota hai… ”,Negative,kisi ne shayad sach he kaha hai iqtedar ki kursi par gond laga hota hai
"Mushkil yeh aa parhi ke Russia ke aaeyn kisi shakhs ko musalsal 3 martaba president ke auhde par faiz hone ki ijazat nahi deta, beharhaal ghanimat hai ke president Vladimir Putin ne kisi mawrae aaeyn iqdaam ke bajae 2012 mein sadarti intekhab larhne aur darmiyani arsaa prime minister ke taur par guzaarne ka andiya diya hai. ",Negative,mushkil yeh aa parhi ke russia ke aaeyn kisi shakhs ko musalsal martaba president ke auhde par faiz hone ki ijazat nahi deta beharhaal ghanimat hai ke president vladimir putin ne kisi mawrae aaeyn iqdaam ke bajae mein sadarti intekhab larhne aur darmiyani arsaa prime minister ke taur par guzaarne ka andiya diya hai
Azaadi ke bad beshtar arsaa bharti siyasat par congress bhaai rahi aur khud congress par ab Nehru khandaan haavi raha hai. ,Negative,azaadi ke bad beshtar arsaa bharti siyasat par congress bhaai rahi aur khud congress par ab nehru khandaan haavi raha hai
1984 mein sikh muhafizon ke hathon Indra Gandhi ke qatal ke bad Rajiv Gandhi ko in ka jaan nasheen chunn liya gaya aur khatoon e awwal ka kirdar Sonia Gandhi ke hisse mein aya.,Negative,mein sikh muhafizon ke hathon indra gandhi ke qatal ke bad rajiv gandhi ko in ka jaan nasheen chunn liya gaya aur khatoon e awwal ka kirdar sonia gandhi ke hisse mein aya
"1991 mein Madras ki aik taqreeb mein Rajiv Gandhi ko aik khatoon ne guldasta pesh kiya, jo achanak he zordaar blast se phat parha.",Negative,mein madras ki aik taqreeb mein rajiv gandhi ko aik khatoon ne guldasta pesh kiya jo achanak he zordaar blast se phat parha
Us guldaste mein bomb chupaya gaya tha aur mazkora khatoon ka talluq Tamil Tigers naami group se tha.,Negative,us guldaste mein bomb chupaya gaya tha aur mazkora khatoon ka talluq tamil tigers naami group se tha
Rajiv Gandhi bomb blast ke natije mein chal base.,Negative,rajiv gandhi bomb blast ke natije mein chal base
Is accident ne Sonia Gandhi ko bharat ki pur tashaddud politics se mutanfir kar diya aur inho ne congress ki janib se Rajiv Gandhi ki jaan nasheen banne ke liye dale jane wale dabao ki saliha saal tak mazahmat ki. ,Negative,is accident ne sonia gandhi ko bharat ki pur tashaddud politics se mutanfir kar diya aur inho ne congress ki janib se rajiv gandhi ki jaan nasheen banne ke liye dale jane wale dabao ki saliha saal tak mazahmat ki
"Wo nahi chahti thi ke in ke dono bachon Rahul Gandhi aur Priyanka Gandhi par khoon e siyasat ka manhoos saya bhi parhe, lekin bil aakhir 1998 mein inhe party ke mustaqil dabao ke saamne himmat dikhani parhi aur wo congress ki intekhabi mohim mein hissa lene par aamada ho gai. ",Negative,wo nahi chahti thi ke in ke dono bachon rahul gandhi aur priyanka gandhi par khoon e siyasat ka manhoos saya bhi parhe lekin bil aakhir mein inhe party ke mustaqil dabao ke saamne himmat dikhani parhi aur wo congress ki intekhabi mohim mein hissa lene par aamada ho gai
"Sonia Gandhi bharat ki pehli roman catholic prime minister ban sakti thin, agar wo 2004 mein congress ki hairan kun intekhabi kamiyabi ke bad wazarat e uzmaa ka auhda qabool karne se inkaar kar ke sab he ko hairan na kar deti.",Negative,sonia gandhi bharat ki pehli roman catholic prime minister ban sakti thin agar wo mein congress ki hairan kun intekhabi kamiyabi ke bad wazarat e uzmaa ka auhda qabool karne se inkaar kar ke sab he ko hairan na kar deti
"Congress ka dabao tha ke wo yeh mansab zaroor sambhalen, lekin inho ne yeh kehte hue inkaar kar diya ke, “ Mere andar ki awaaz mujhe yeh auhda sambhalne se roak rahi hai. ",Negative,congress ka dabao tha ke wo yeh mansab zaroor sambhalen lekin inho ne yeh kehte hue inkaar kar diya ke mere andar ki awaaz mujhe yeh auhda sambhalne se roak rahi hai
"”2006 mein Sonia Gandhi parliament ki rukniyat se bhi mustaafi ho gai, kyun ke mukhalfeen ne yeh mauqqif ikhteyar kiya tha ke wo “ National Advisory Council ” ki sarbarah bhi hain.",Negative,mein sonia gandhi parliament ki rukniyat se bhi mustaafi ho gai kyun ke mukhalfeen ne yeh mauqqif ikhteyar kiya tha ke wo national advisory council ki sarbarah bhi hain
Is liye aaiyn ki roah se 2 munfaat bakhsh auhdey apne paas nahi rakh sakti.,Negative,is liye aaiyn ki roah se munfaat bakhsh auhdey apne paas nahi rakh sakti
"Agarcha council ke sarbarah ko koi tankhuwa adaa nahi ki jati, is liye use muna fat bakhsh sarkari auhda qaraar nahi diya ja sakta, lekin Sonia Gandhi ne khud ko tanazey se bachane ke liye parliament ki rukniyat aur council ki sarbarahi… dono se he istefaa de diya. ",Negative,agarcha council ke sarbarah ko koi tankhuwa adaa nahi ki jati is liye use muna fat bakhsh sarkari auhda qaraar nahi diya ja sakta lekin sonia gandhi ne khud ko tanazey se bachane ke liye parliament ki rukniyat aur council ki sarbarahi dono se he istefaa de diya
Party Rehnuma Chahtay Thay Main Ghar Me Chapatian Banati Rahun Shadi Ki Angothi Tak Nahi Mili Ghar Me Taweez Bhi Milay Reham Khan,Negative,party rehnuma chahtay thay main ghar me chapatian banati rahun shadi ki angothi tak nahi mili ghar me taweez bhi milay reham khan
