clean_text,label
iss waqt hashim ki umer saal ke qareeb ho chuki thi aur mohibullah un se taqreeban saal chote they,Neutral
kisi k sa ath sahii par wo nazar to,Positive
axha,Neutral
mai hoo faha mith jao gi phir khu tu meray peechay bhagay jeya mera nahi lagay teray bin,Negative
buht acha design hy or sound b piyara hy,Positive
chand raat m mehndi lgany wali larkiyon ki zarurt hae,Neutral
zobaria kitni sweet nature ki hai,Positive
shame shame un logo pr jo logo ka rozgar cheena chahty hain,Neutral
he is great man but i want to know he is spending much money but no planing y they didnt give chance to kyel abbot bilal asif is good allrounder y no chnce for him and many others,Positive
bx baji diso tha hal,Positive
waldah ne jawani hi mein apni zindagi falahi kaamon mein waqf kardene ka ahad kar liya tha,Positive
phar kisa khush raha jub dil ma khushi nahi ha,Positive
oyeeee khog,Neutral
hahahaha baqi sab choro,Neutral
afghanistan ki maujoda soortehal is sawaal ka jawaab khud de sakti hai,Neutral
download kr k dein isse,Neutral
wah wah cha gye aunty lolxxxx,Positive
bolti hu aor tum bhi bolna,Neutral
or jo islam ne bol asb krty hn ok,Neutral
bht hi ghatia mobile h battary timing bhi thk nhi h touch bhi sahi kam nhi krta h or bht hang hota le kr pachta raha ho,Negative
american president john f kennedy aur in ke bhai robert kennedy se bhi marilyn monroe ke affairs ka charcha raha,Negative
mery shoher ke liye dua kijeye kikurufat se pecha chut jaye naik ho jaye,Positive
jis mein bushra ne bijli ka role adaa kar ke meyla loot liya,Positive
please next edition mein is ghatiya player pe pase na zaya krna agar is mein talent hta to aj team mein khel rha hta bht chance mily hen isay agar next edition mein jeetna ha to isay team k pas bhi na any dena,Negative
mein molvi abdul haq ne is mutamid ka mansab sanbhala aur apne inteqal tak pore baras anjuman ke mutamid rahe,Neutral
tu gym khaaaa,Positive
hn yr bari i arsal se shadi karny wali,Neutral
khr dimag tu ne pehle suna hai,Negative
selma lagerlof ke andaz e tehrir par scotland ke musanif aue tarikh nigar thomas carlyle ka asar nazar aata hai,Positive
hyy khuda bss y kinza manhoos khee dfaa ho jae mr jae fasaad ki jr,Negative
baita yai lov tu ny wrong side lga lia,Negative
hahahhaa aho kasmy yr,Neutral
to kya krna ho ga koi alag btaa day plz,Neutral
aik battery khatam hojaye to doosri se chal jata hai,Neutral
in ki nae film big fish abhi takmeel ke marahil mein hai,Neutral
stallone ko is film ka muaawza dollars mila tha,Neutral
a quality bhai shukriya,Positive
ap ka masomana reaction,Neutral
ni ghr hu,Neutral
times lanat aisay system per jo insaaf naa kersacay and ye begherat leaders sitting in parlement,Negative
imran khan nay crickets mein qayadat jazbey aur azam ki naye mishalain qaim ki,Positive
aaj bhi nahin aaya jhota channel ary manhos game show hi chalta raha bakwas tereen fahad mustafa or us ka ghatya show,Negative
itna pesa khaya h punjab py thora sa to haq bnta tha awam ko pagal b to banana tha akhir,Negative
mein teesri martaaba unhein mah key leae qaid ker dea gea,Negative
bht dinoo bad q,Neutral
emma watson khud ko romance mein bad qismat samajhti hai,Negative
gulistan johar me rangers ka chapa siyasi jamat k zimedar samet afrad giriftar,Negative
mein karachi se nikalne wale roznama sindh aabroz ke mudeer muqarrar hue,Neutral
chotia hogeya ye b,Neutral
dair aye pr drust aye,Positive
you suggest something,Neutral
hahahaha meri adaten khrab kren aap,Negative
inho ne tv shows ke ilawa kae award shows stage shows aur mukhtalif taqareeb mein hosting ki hai,Neutral
yeh tu e ha,Neutral
police ne shaq ki bunyad pr khatoon k shoher ko griftar kar liya rpt jokhio,Negative
bahi jan har jaga apny apny hisab say matam dari hoti hai,Neutral
in ki gher mamooli karkardegi ne maqami kalbon ki tawajja hasil kar lit hi,Positive
adil ko q dainy,Neutral
aap ki aalmi khidmat ka har satah par eteraf kiya gaya,Positive
aj karachi me barish hui,Positive
sahi mai ye shreu aap k liye hi h,Neutral
muje bhe,Neutral
pehli dafa mein hi judge kar letay hain hum p,Neutral
subhanullah,Neutral
june ko marilyn monroe ne famous drama nigaar arthur miller se shadi ki,Neutral
bil aakhir july ko yeh jorhi toot gai,Negative
d ahan nai nai kachra rani to aap pe suit karta ha,Negative
bhai jin seats by by elections hongy idr ajaye ga dubara,Neutral
ofcourse ye bhi koi brany wali bt h bajoo,Neutral
ye chahy ap meri zid samjhen ya nalaiqi magar mujhy aony faisly per koi pashemani nahen hai,Positive
ibn e safi ka kehna hai ke wo us waqt tak tv ke kisi program main hissa nahi lenge jab tak bataya na jae ke in ke novel dr,Negative
general zia ul haq ke iqtedar ke khatmey ne in ki siyasi chupp ka roza torh diya aur wo batadreej siyasi taur par mutehrik hote gae,Negative
sadar e mumlikat ke uhde ke leye wifaqi dar ul hukumat aur charon subon mein hone wale election mein pakistan muslim league aur itehadi jamaton ke mutafiqa umeedwar justice r muhammad rafiq tarar bhari aksariyat se sadar mutakhib ho gaye,Positive
bachay _ koi haal ni in shashkon se niklo or insan k bachay bn k apni programming achi kro,Negative
mein ny bol diya h already,Neutral
aalmi tableghi ijtema ka dosra hisa aaj asar se shuro ho ga pindal me lakhon afrad pohnch gaye aamd ka silsala jari,Neutral
uncle aunty ko thanks bol di meri terf se,Neutral
buhahah sahi khel gya,Negative
wah behtareen ho buhoth khub haseen or nayab ho,Positive
reham khan ne jawab diya jab mujhe street children ke hawale se safer muqarrar kiya gaya to is par bohat batein banai gai,Positive
astaghfirullah allah reham kare,Negative
aap ki ye obvious baat k loog jo hain wo ratt k he dain gay uper se guzar gai,Neutral
allah pak bohat qudrat wala hy ik salahyat k badly ek hazar enayat farma deta hy allah o akbar,Positive
hum pehly hi saty huay hn hmaien or na sataya jaey please,Negative
sanme jaan ap ka pic bat acha hai im dil,Positive
beshak its no doubt,Neutral
waqt guzarta raha aur kausar niazi ki soch mein tabdeeli aati gai,Neutral
kia ye sachi kahani hai koi btaye mjhe plz,Neutral
ki qasmein khaye us par,Negative
dairy farmers ka elaan ghair qanooni hai commissioner karachi,Negative
video achi hai,Positive
laikin ap nahin hain,Neutral
mein jab high court ki pheli khatoon judge banni to ye mery leye bare ezaz ki baat thi,Positive
gud luck lhr team,Neutral
chalo koi bat nahi,Neutral
ary aisi team lia kr jo sami fainal m pohnchy,Neutral
yar ab bus karu nawaz pakistan kay masail hal nehain kar sakta nawaz chor or baigrat hain,Negative
khud e vidoe bnae or post o ke,Neutral
molvi abdul haq ki koshishon se karachi mein anjuman e taraqi e urdu ka aik jaded chapa khana anjuman press ke naam se qaim howa,Positive
tumari shadi ek motay panday se ho gi isi saal,Negative
reha yeprem hoga is me middet,Neutral
bolo phr kahan chupo gi,Neutral
donwo lanti,Negative
mehr maah,Neutral
g ha mku pta,Neutral
meesnay se yaad ayaa,Neutral
sout chahaiy,Neutral
hahahaha yahan se jaein aur maar aein ye b sun is ki baat,Negative
iss weather myn na demand kro aaj kal galay bohat kharab ho rahay h n baarish k baad demand krna p,Neutral
yeh bhi kaha jata hai ke duniya bhar ki teams ne computers aur deegar aalaat ki madad se in ki bating techniques ki khamiyon ka pata chala liya hai,Neutral
ha ha,Neutral
steven ke susar aik aikido academy mein head instructor the,Neutral
yeh iron bohat achi hai wazan mein bilkul munasib hai aur bohat smooth hai iski soleplate bohat achi quality ki hai garam b jaldi hojati hai yeh aur is se kapray isitiri b jaldi hote hain aur bohat achay b hote hain,Positive
start video so funny but last nice message,Positive
mere khayal mein delip sahab ka dressing style zabardast tha aur mrbachan bhi kafi stylish hain magar in ke elawa aur koi bhi nahi jis ke fashion senses se mutasir hun,Neutral
pakistan pemra mein b noon league k dalal bethe hain,Neutral
johnny depp ka shumar hollywood ke un artists mein hota hai jin ka naam he box office par kamiyabi ki zamant samjha jata hai,Neutral
dorben sai bhi na ana tha,Negative
ya allah hmary kisi gunah gustakhi ki wja se tasbeeh khanay se door na krna or hmain mehroom na frmana,Positive
apni baat karo bh,Neutral
jawahar laal nehru ke siyasi turke ki maujoda waris italvi nasaad sonia gandhi duniya ki sab se barhi jamhoriyat kehlane wale mulk bharat ke sab se taqatwar aur purkashish auhdey yani wazarat e uzma ko thukrane wali ikloti politician hain,Positive
jagirdarana pas manzar kay bawjood apni maa kay sath honay walay bartao kay natijay mein woh garibon aur pisay hua awam kay sath husn e salok ka jazba rakh tay thay,Positive
mosam e garma ki tatilat mein aap apne khawand ke sath shumali elaqajat ki seer ke leye jatein aur qurat ke hasein manazir ko apne brush ki girift mein la kar na sirf dekhne walon ki aankhon ki dawat ka saman latein bal ke sath sath fan ke giran kardar namone bhi jama kar jatein,Positive
aysi jaga ko kehty hein jaha toop rakhkar chalaya jata hn,Negative
basa hy kon tairy dil mein gull e badan ay dard,Positive
arsa hi hogaya ha yr,Neutral
live telecast ho gei ya nahi,Neutral
hahahahahahaha brave itna ye muhammad bin qasim,Neutral
han ye bhi hai allah to maa se zayada payr krta hai right,Neutral
yah phasti nahi phansa leti hai,Negative
wahen un ki mulaqat kaizad gustad nami us producer se hoi thi jis ne boom india mein banai thi,Neutral
hahaha soch ly exercise ya men d,Neutral
overall phone is good laikan in market bsck cover aor glass nhi mil raha ye saath bhejhna chahiye tha,Negative
ya allah is badmaash molve say pakistan ko bacha lay,Neutral
lac toba m bhi bure lac ka dress le rhi thi to kch or hi le leti dhanka,Neutral
thanks api ap bohat bohat achi ho asy hi show karti rahy harzo sal allah lambi umr dy apko,Positive
july ko essa nagri ke elaqe mein chaudhry aslam ke conway ko boom se urane ki koshish ki gai thi aur un par chotha hamla january ko howa jis mein chaudhry aslam apne do muhafizon samet shaheed ho gaye,Negative
mein sikh muhafizon ke hathon indra gandhi ke qatal ke bad rajiv gandhi ko in ka jaan nasheen chunn liya gaya aur khatoon e awwal ka kirdar sonia gandhi ke hisse mein aya,Negative
edhi free specialist clinic moosa lane mein int skin sugar aur bachon ke mahir doctors ki janib se mareezon ka ilaaj kiya gaya,Neutral
saal ki umar se mashq e sukhan shuru ki,Positive
mere mulk ki ghareeb awam k paese the yh beaurucrat konse apni jeb se pese dete hai kia ap jante hai port qasim pr rozana ktne arab ki corruption hoti hai,Negative
darjan,Neutral
muattal kiye gaye tmos ko hataya gaya na fir darj hoi,Negative
abhee tak tou bara acha chal raha hai aur iski motor bhee kaafi achi hai kay skin pe dabba kar bhee iskay jorotation head hai woh apna asar bohat tezi se dekhatay hain aur iska size bhee portable hai sab se best cheez isko istemal karna hai bohat asan ahi aur results se mein khush hoon,Positive
a o a hazrat sb ap ko or ap ki pori team ko eid mubarik allah pak ap per rehmat ka saya hamesha rakhyn ameeen duaon main yad rakhy ga,Positive
kehny ke baaty hy sb kitabi baaten,Neutral
yar jaga sahi buto moje lena hai,Neutral
lol dil tu jawan hona chaiye,Positive
agar ap muslem hyn to ap ko khud pata ho ga k kahan bandna h ghar muslim mazaq hi urain gy in ki samj sy uopar h,Negative
jiya aj muslim bn gye nimaz parhi hy usne,Neutral
ban sahir now,Negative
rehnay dou bas phir,Negative
wo aaj bhi kisi drame ke set par hon to nihayat inkasari aur piyar ke sath apne juniors ko apna fan aik ustad ki tarha muntaqil kar rahe hote hain,Positive
or jab sab pata ho tab behes karna mujhsey now goo,Negative
younus khan chattay aur misbah ul haq th position pr qabiz,Positive
koi faida ni phir baki match khelne ka,Neutral
mbrk ho,Neutral
hiba,Negative
tahum baras bad bhi ab tak un par ilzam sabit nahi ho saka,Positive
mein aap fauj mein captian ki hesiat se shamil ho gaey aur mehakmae talluqaat aama mein kaam kiya,Neutral
beshak wo zaat bht azeem hy,Positive
yeh sb in ki milibhagat say hua hamaray sath nainsafi hui hai to in logon ki waja say hui hai jinhon nay dharna cancel kia aur jhoot bola kam ho gia hai ldc udc,Negative
koi urwa ko dekhao farhan ki harkat,Negative
boht din baad lekn boht achi,Positive
app ke maddahon mein app ko bacha khan aur sarhadi gandhi ke tour par pukara jata hai,Positive
pakistani culture toh nahe indian culture he follow kia hoa hy eid pe kyun release krni phr,Negative
jahangir ne chand hi dino bad norman ko kai moqablon mein hara ker world open ki shikast ka badla le leya aur apni kamyabton ka silsila jari rakha,Positive
dushman bi thy aur pusht par dost bi,Negative
y mera num h jb dil kry lgany k call kr dena,Neutral
allah pak hazrat sb ko apni khas rehmat k saya main rakhy or lambi umar atta frmaey aameen,Positive
koi b ni,Neutral
ab kisi ko hairat nahein thi ab sab log mutfiq ho chuke they ke hashim khan hi asli champion hai yahein sey iss kahani ka agaz hota hai khan family squash ki dunia mein aie aur cha gaie,Positive
yeh shadi bohat se ikhtelafaat aur uljhano ka baiys sabit hui yahan tak ke alehdgi par is ka ikhtetam hua aur jaya ka maa banne ka armaan bhi pora na ho paya jaisa ke shadi ke bad wo aksar apni us khuwahish ka izhaar kiya karti thin,Negative
jise ijlaas ke shurkaa ne kasrat raaey se manzoor kiya tha,Positive
le das is bat py lakh di lanat tery tyyy aunty,Negative
begherat laanti,Negative
professor drsyed muhammad abu alkhair kashfi ne ibn e safi ko yun khiraj e tehseen pesh kiya,Positive
sarojini naidu ne virsa mein maa aur baap dono ki khobiyan paai,Positive
kehte hain ke wo hindustan se pakistan aane wali akhri musafir train ke bhi musafir the aur mashriqi pakistan se maghribi pakistan aane wali akhri flight mein bhi sawar the,Positive
roshan khan bari jawan merdi se hashim khan ka moqabla kerte thay,Positive
bkwas shirt printing is removed from the shirt,Negative
jahalat ki intiha,Negative
kar dy shukryaa aadaa unblok kar k,Neutral
mahesh bhatt production ke sath mazeed flmen kerny ki khwahish hai kiun ke mahesh bhatt ko apny fankaron se kam lena ata hai,Positive
bivti is our dipti ye dipti hm hamesha nibhayn gay yusu khan,Neutral
ghulam ishaq khan jabri retirement ke bad peshwar mein gosh nashen ho gaye ow do saal musalsal bemar rahe,Negative
merebety kifarma bardari ki dua kary,Neutral
is film ke liye iqbal bano ne mausiqar safdar hussain ka compose kiya hua yaadgar geet gaya,Positive
mask hath me ate he bht afsos hua jo design order kya tha wo ni aya fake chez bheji kya ap log change kr skte hain,Negative
bohot achy bandy,Positive
ya kia kia hora h kaabah shareef me aye allah hidh da tooba astakfaar,Negative
kisi larki kay sat selfie lana tum hay maut ki yad dilata hay,Negative
broter zyada hn broter to phr bhi thk hn,Neutral
malik haroon khan koi farod ni ha bahi,Neutral
kuch aisy bhi hain allah hedayat dy,Negative
tum ho merii new meme partner tum bhi padho,Positive
dup se rang kala ho jae to bi gora ho jae ga,Neutral
kaha per he ye jlsy,Neutral
changi gal hy,Positive
meri trf se thanks kh dena,Neutral
yehi se likhne likhane ka baqaiyda aaghaz hua,Positive
wah wah yeh toh hy,Positive
zyda tu kuch ni bs kuch he hrha,Negative
meri taraf se aunty ko shukriya keh dain pls,Neutral
sister y childrn kon hy,Neutral
phir se punjab university lahore mein qanoon e tijarat ki tadrees ke faraiz anjaam diye,Neutral
ye beghirat hukomat hy,Negative
hazrat vedio b dala karo,Neutral
haan beauty tu hai casual bhi aur style bhi,Positive
cricket ke bohat se qadamat pasand experts ne off stump ki janib yalghar karne ki saeed anwar ki kamzori par umgliyan uthai hain lekin sachi baat yeh hai ke jis batsman ne off stump ki bhol bhullaiyon par mabni gher yaqeeni duniya ko musakhir kiya,Positive
gardish ayyam inhe faisalabad le gai jahan wo auto rickshaw chalate rahe,Neutral
saal ki umar mein inhone apni maa ko dekh bhal ka kaam sambhala jo shadeed qisim kay ziya diabetes mein mubtala thein,Positive
jinho ne apni jaano per zulum kiya woh allah ki rehmat se maysu na ho allah sb gunah maf krta hai,Positive
mae bhi,Neutral
khyber pakhtunkhuwan mein ki ba nisbat mein bomb blast aur khudkash hamlon mein numayan kami aai,Positive
monday k din khuwaaroon k badshah salamat subha jaldi cycle ki madad se uni agaye,Positive
but that adha kiraye pe de was hilarious,Positive
falto court k chakar katne se ye acha hai,Negative
wo bhi horaha,Neutral
bakwaas,Negative
hum logo ny salo ma itna loan ni lia jitna ap logo ny sal ma lia hai attaurahman sir,Negative
humari dieting,Neutral
jamshed quarter baloch para me mulziman dasti bomb phenk kr farar,Negative
khuwar sahab kharay play dekhte rahay jab tak peons ne bhaga na diya,Negative
koi btaye k kaisa kam kr rha hai jis ne liya ho,Neutral
master inayat hussain bohat hi surelye the aur is par ustad bare ghulam ali khan ki nazar e inayat ne unhein waqayi master inayat hussain bana deya,Neutral
baldiyati election k umeedwar penaflex stickers or pumphlet samet printing ka kam riaayati package per karain,Neutral
nabina bachi se zyasti kr ky katal kr dia gya police fir dy ky so rahi h,Negative
dosto court ne up gradation case ka mohtasar faisala sunaya udc ldc wala case jis banday nay kiya hoa ha us sy detail mein baat hoi ko iss case ki date thi or us din wakeelon ki strike thi jis ki wajha sy us banday ka wakeel paesh nahi hoa magr establishment division and finance division ka wakeel paesh ho gaya or unhon ny kaha k pm ny upgradation ki summary approve kr li ha or budget mein implement ho jaye gi iss py judge ny case dispose off kr diye dosto agar ap araam se beto gay tu wahi summary jo pm ne approved keya ha araam se budget me implement ho jaye gi liken jab hum sab koshish kare tu summary as per kpk implement ho jaye gi aor ye federal mulazemeen kisath zayadati hay ke kpk ne may punjab govt ne jan se implement karaya hay liken federal walay na kpk aor na punjab ki tra kare gay sirf apna summary bana ke implement kara degi court iss cheez ko nahi daekh rahi k pm ny jo summary approve ki ha wo as per kpk punjab nahi ha abi hamara next gadam kaya hogaplz comments,Negative
aur tu zardari ka beta samad ahmad,Neutral
yrr ye sbsy acha haii,Positive
chunacha wo use boston perkins institute tuition le gai,Neutral
st december mein sadar secretariat mein sadar division ke sectary rahe,Neutral
ek node b ek cheez b idhr udhr nhe ja rhe,Positive
naughty boy bhalla corruption karre chup kar k ye gande kam kyun karta hei,Negative
na jany q us ki aankhon pe zindagi lutanay ko ji chahta hai,Positive
eman or ammal wali zindge k liye duaon ki darkhast,Positive
aor multan ko ahmad shahzad ab family complete hui,Neutral
jis ki wajah se benul aqawani satah par ranking behtar hone ke imkanat madom ho jate hain,Negative
ajki ebadat btado,Neutral
daraz dhoka hai read more hide,Negative
jinho be aik dafa phly likhaa hoa hai woh dobara likh sktey hain,Neutral
ye bill aain ka hissa ban chukka hai,Neutral
koi school seal kia gya to mazahmat karenge,Negative
bus jo kinza hai na wo boht irritating hai can t tolerate her more,Negative
tag krny waly ko goli mar do,Negative
aik aesi maa thi jis ki beti ka chehra bhari jawani mein daagh daar ho gaya tha aur maa ke paas plastic surgery ke zaraey na the,Negative
yours,Neutral
chunache paramount pictures ne in ke sath muaahedey ki tausee nahi ki,Negative
is liye musalman chahte the ke sindh bombay se alehda ho jaey ta ke musalmano ke huqooq mehfooz ho saken,Positive
aur ke darmeyan hone wale british open final mein rasai hasil karne wale khelaryon mein sey ka taluq khan family sey tha hashim martabah british open ke final mein pahonche jabke unke bhai azam khan bhi sat martabah final kheley,Positive
allah marye bcho k naik nseeb karye ameen,Positive
hum pay hr shakhs ne khudai ki,Negative
is dor mein gramophone companies record par composer ka naam nahi likhti thein lekin is ke bawajod mosiqi ko samajhne wale log un ke kaam ki shanakht kar sakte the,Neutral
allah madad kare,Positive
vote kahaan daalein,Neutral
unhon nay apnay pehlay dora e hukumat mein mein islamabad mein munaqid honay wali shark sarbarah conference ki sadarat ki plo kay numainday ko safeer ka derja dia america aur britannia kay doray kia,Neutral
selma lagerlof ka inteqal th march ko howa lekin apne kaam ki badolat aap ka naam aaj tak zindah hai,Positive
han waqai,Neutral
pm k sath her waqt military sectory hota hai jiska rank lft hota hai sath ssg commandos hotay hain yeh kia bakwas ker rahi hai our pm business class main nahi first class main travel kerta hai sasti shuhrat k liay,Negative
baby aesa naaa karnaaa,Neutral
hazrat je duaoun ke lye ilteja he,Positive
is ke sath sath inhe kar baar famous tv program kaun banega crorepati ke host banne ka sharf bhi hasil hua hai,Neutral
iss mein agwa aur aqdam e qatal kay ilzamat shamil thay,Negative
bhai jaan har roz pehanta hu,Neutral
roza cricket mein kae martaba sab se barhi inferadi innings khel kar aalmi record bana chuke hain,Positive
hn hn bohot shreef,Positive
cricket ki duniya ne ab tak jo azeem tareen player paida kiye in mein brian lara top of the list hain,Positive
beautician amp receptionist ki zaroorat hai,Neutral
kuneee larkieee batta assa ha ka naii,Neutral
ab nahe hon us ne bohat disappoint kiya,Negative
hell s kitchen playing by hearts aur the bone collector un ki lagatar kamyab filmen thein,Positive
dosri taraf awam ki halat ye hai ke un ke mun se roti ka akhiri niwala bhi chena ja raha hai log berozgari aur bhook ke hathon khud kushi karne par majbor hain,Negative
app paidaishi leder thay aur shuro say hi apnay doston ki chote chote kamo aur khel tamashe karne per hosla afzai karte thay,Positive
md shahnoor kabir movie name ki jano,Neutral
samjh tu gae ho gi mn kis ki bt kr rhi,Neutral
zobi ka akela chora chahiya tha ta k us ko ehsas hota k us nay kisi k sath bora kiya hai aur bobi ki st wife ki shadi us k px fiance k sath dikhani chahiya thi,Negative
izat keya kr meri,Positive
yaar mera image yaar meri izzat,Negative
what is this are u our of ur mind bhai nashy main tum khud hoty ho federal govt employyes ki up gradation ki khabr tumhary page sy hooi ab tum mukr rhy ho,Neutral
unhe is baat ka shadeed aehsaas rehta tha ke eee eee gesoey urdu abhi mannat pazeer e shana hai,Positive
and marla plots are for sale near shewa adda swabi,Neutral
jaan nikal di yaar,Negative
asslaam u alaikum sab dua karna aik khawish hai allah aafiyat k saath behter bna kar qabool kar lay,Positive
is din ko yad kar ke aaj bhi be shumar dil sogwar ho jate hain,Negative
nhi mjhy hi boldo,Neutral
meri taraf se apnay walidain ko shukriya pohancha dain,Neutral
my fv darama is jesa drama koi nhi shukria unka jinhone ye darama bnaya tahe dil se shukria,Positive
us ne jamhoriyat ke khilaf awaz buland karne wale is azeem farzand ko lahore ke shahi qiley ke aqoobat khane central jail mianwali aur gujranwala jail mein muqeed rakha jahan is par musibaton aziyaton aur mazalim ke paharh torh diye gae lekin is bandae hur ke paae istaqlaalmein junbish na hui,Negative
mein amritsar mein jama ul sana hall bazaar mein jo ulom e sharqiya ki bhetareen darsgah thi wahan mahana tarhi mushairre hote the jin mein sharkat karna un ke leye bari khushi ki baat thi,Positive
yun to croron dilon ki dharkan kehlane wale is actor ne bohat si kamiyab films mein apni salahiyaon ke johar dikhae hain lekin tijarti paimaney par in ki sab se kamiyab film series pirates of the caribbean rahi hai,Positive
ji lg to rha h,Neutral
hamari poori kahani,Neutral
jis na pyar kiya us ka pass sakoon ni baki ka pass hay,Positive
es sakhti min doctors ka b bda hath h,Negative
mein janab altaf hussain islamia college say bsc pre medical group ki digre hasil ki,Positive
tak in ki filmon dabang body guard ready aik tha tiger aur dabang ne yak ke bad degare karor rupe ka business karne wali filmon ke club mein apni jagah banai aur jab karor rupe business karne wali filmon ka club qaim howa to is mein un ki filmein bhi shamil ho gaein aur wo salman khan ke sath sath dabang khan ke naam se bhi mashhor ho gaye,Positive
hain kon hai wo bechara,Neutral
pahle ap apni islah or us sre ki islah kar len,Neutral
khushboo laga ka p p p,Positive
plz meri sehat or bechiyun k achy naseeb ki dua kryn,Positive
meri janu,Positive
mein film naila bani,Neutral
usi baras tv par in ki pehli series welcome aboard nashar ki gai,Neutral
ayat wazya send kar de sumj ni arhi,Neutral
hahaha ye b thek he sb kha len ge but saas to saas hoti he na use kon smjaey ga,Negative
question ghar walon ki taraf se beron e mulk hone wale tournaments mein shirkat ke hawale se kitni support hai nasir iqbal is waqat to tamam tar support ghar walon ki taraf se hi hai won a sirf hum par mehnat kar rahe,Positive
kyun ke ghazal ki gaiki ke leye darker neem classical dhunon se le kar fok aur pop music ki dharakti pharakti composition tak unhein har tarah ki bandishon mein kamal hasil tha,Positive
ye drama buhat addictive hai ye drama dekhne ke bad yahn pe comments dekhne se bhi maza ata hai billo is playing a positive character now d j too fully enjoyed today,Positive
khuda ka kheaar ho is pe,Negative
golden threshold yeh pore hindustan mein bohat maqbool hua aur sarojini naidu ko bhartia kokila ya bulbul hind ka khitaab mil gaya,Positive
in mein mauseeqi ka shauq paida hua to inho ne gungunana shuru kar diya,Positive
ek dena no aur ek paratgeen,Neutral
aap december mein retire hone wale the aur columbia university mein professor qabol kar chuke the,Neutral
jis ke bad dono fankaron ne apne apne anfaradi career ka aaghaz kar diya,Neutral
ye sunnat e hussain ra hai jo hum pori kar rahe hai,Positive
shehar me aaj target killing ka koi bhi waqia pesh nahi aaya allah aman ko dawam bakhshay aameen,Positive
aunty ka masla pta kya aunty ko pta kch hai nai hawai fire mari jar rhi d,Negative
dg rangers ki janib se insaf ki yaqeen dihani k baad mqm ne aaj monday ki hartal ki call wapis le li,Positive
zrur,Neutral
ma am wo thek se smjh nhi aya k is part me kiya krna tha,Negative
lololol video ka caption parh lijiye dost,Positive
in ka khayal tha ke govt,Neutral
tahum un ka kehna hai ke b main ne ezazat wasol karne chord eye hain,Positive
pakistan se mil jai,Neutral
misaal ke taur par meri beti ridha ne a level mukammal kar liya hai idher suleman ne bhi to masla yeh tha ke kabhi kisi ko school trip par jana hai to kabhi kisi ko is ki apni trip par,Neutral
khubsoorat tareen,Positive
jis ke liye inho ne star wars series ke khaliq george locus se rabta kiya aur in ki film ke hero harrison ford ko le kar famous zamana adventure film readers of the lost arc banai,Neutral
jye quaid e motram hazaron sall,Positive
shokhii mra real name tu tjhay pta hi nhi hyyy,Neutral
i love krachi,Positive
film ishq laila ke geeton ne to har taraf dhoom macha di thi,Positive
mehendi pe kisi ki,Neutral
hina,Neutral
parvez musharraf kay hamayaton mein iss jamat ka shumar hota raha aur aaj tak altaf hussain aur unki jamat parvez musharraf kay leye narm gosha rakhtay hain,Neutral
wo fitrat ko nihayat qareeb se dekhna pasand karti thi,Neutral
suba e sarhad se justice r muhammad rafiq tarar bhari aksariyat se kamiyab hoye,Positive
dr malik ko naraz balochon ko mananay ka khayal aana girti saakh bachanay ke siwa kuch nahi,Negative
kaptan ki mumtaz bhutto ko me shamoliat ki dawat pml n ki wickten gira di ab final match jeetna chahta hon,Positive
khi me aaj rat baje se motorcycle ki double sawari per din k lye pabandi hogi,Negative
hahhahahha thanks fakhira parveen aqal deny k liye,Positive
yr bohat alla hai hr cheez fit hai bss low light me pictures achi nhe leta baqi brands se bohat acha hai kun kr isne andriod p or shayd q bhe aye androidp tou pka aye ga fast bhe hai multitasking ke liye best hai,Positive
jaan ke bhi kya karna he reality to yehi he na uuu abnormalllll paghal sab kuch,Negative
khairmubarak,Neutral
emma watson baras ki umer tak apne waldain ke darmiyan alehdgi tak paris he mein rahi,Negative
ahm ahm d d,Neutral
is film ko film fare awards mile,Neutral
badhsah salamat sir aap ki class main to nae bajaya tha,Neutral
her name,Neutral
us daur mein ahmadabad bombay residency mein shamil tha aur use soobey mein aik khas maqam aur aehmiyat hasil thi,Positive
tjhy mery ami abu ka shukar guzar hona chaheye,Neutral
yaar maine tw poori vdo hi nhi dekhi in aunty ko kuch hogaya h or peechy jo talliyaan baja rahy hain unhe bhi kuch hogaya h ajeeb imran khan is the best,Negative
sirf gun rakhne se khuch nahen hota usko chalana bhi a na chahiye,Positive
subai hakumat ne chand raat per hawai firing karne per pabandi aid kr di,Positive
wesy tum b lar sakty ho,Negative
rehny dijye sedi sadhi dekh liya mai nai,Negative
allah qandeel ko aur hamari sari larkion ko iffat o paak damani se maal a maal karay aameen,Positive
ne g skn khrb r dne nkal aty h r bd me skn me jaln h ti h lem se,Negative
hmm short mn likha hy to aesy hi hoga na,Neutral
buttler ko out karao bus,Neutral
we r with u and rana fawad,Neutral
phir karain apply sath sath,Neutral
jehangir tareen na ehal,Negative
ab to ye b nahi krskty,Neutral
mein pakistan air force ke officers ne chanda jama ker ke hashim ki british open champion ship mein shirket ke liye england rawana kiya,Positive
sindh tajir ittihad hartal nahi kare ga,Positive
question squash mein aane se taleem kitni mutasir hoi nasir iqbal taleem to bohat ziyadah mutasir hoi hai is waqat hum full time squash ko de rahe hain zahir hai ese mein aap aik waqat mein do kaam nahi kar sakte squ,Negative
acha but bohat short tha ya mazeed chal sakhta tha,Neutral
